"No";"Tanggal";"No_account";"Deskripsi acc";"No_bukti";"Uraian";"Debet";"Kredit";"Kontra_acc";"Deskripsi kontra"
"11";"2019-01-08";"112.28.111";"bdi a/n. ykki";"004/00575/BDIUM-01/19";"Setoran usaha dana unit Mekar (Koperasi)";"371500.00";"0.00";"219.21.111";"hutang lain2"
"12";"2019-01-08";"112.28.111";"bdi a/n. ykki";"005A/02846/BDIUM-01/19";"Pindah Buku dari BDI ke Bank Mandiri";"0.00";"70000000.00";"112.34.111";"bank mandiri"
"13";"2019-01-08";"112.28.111";"bdi a/n. ykki";"005B/02846/BDIUM-01/19";"Fee fund transfer";"0.00";"3000.00";"541.11.111";"Bunga bank"
"14";"2019-01-08";"112.28.111";"bdi a/n. ykki";"006A/02847/BDIUM-01/19";"Jasa 6 orang security @Rp. 2.000.000 (Des 2018)";"0.00";"12000000.00";"713.19.111";"Biaya pemel. bangunan umum"
"15";"2019-01-08";"112.28.111";"bdi a/n. ykki";"006B/02847/BDIUM-01/19";"Fee fund transfer";"0.00";"3000.00";"541.11.111";"Bunga bank"
"16";"2019-01-08";"112.28.111";"bdi a/n. ykki";"007/00576/BDIUM-01/19";"PINDAH BUKU DARI BDI VA KOPER KE BDI UMUM ";"250000000.00";"0.00";"112.32.112";"bdi virtual koper (3562373021)"
"17";"2019-01-08";"112.28.111";"bdi a/n. ykki";"008/00577/BDIUM-01/19";"PINDAH BUKU DARI BDI VA MEKAR KE BDI UMUM ";"200000000.00";"0.00";"112.32.114";"bdi virtual mw 93562375307)"
"18";"2019-01-08";"112.28.111";"bdi a/n. ykki";"009/00578/BDIUM-01/19";"PINDAH BUKU DARI BDI VA CIATEUL KE BDI UMUM ";"70000000.00";"0.00";"112.32.111";"bdi virtual Ctl(3562377469)"
"19";"2019-01-08";"112.28.111";"bdi a/n. ykki";"010/00579/BDIUM-01/19";"PINDAH BUKU DARI BDI VA TKI KE BDI UMUM ";"75000000.00";"0.00";"112.32.113";"bdi tki (virtual account)"
"20";"2019-01-08";"112.35.111";"bank bca r/k.77";"009/00123/BCAUM-01/19";"Pengembalian U. Sewa Lap. Tenis Meja karena batal menyewa tgl 26 Des 2018";"0.00";"300000.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"21";"2019-01-09";"112.28.111";"bdi a/n. ykki";"011A/02851/BDIUM-01/19";"Buku Cetak PR Tematik Kelas 2,3,5,6 SD CIATEUL t. p. 2017-2018 (Usaha Dana) ";"0.00";"8735000.00";"219.21.111";"hutang lain2"
"22";"2019-01-09";"112.28.111";"bdi a/n. ykki";"011B/02851/BDIUM-01/19";"Fee fund transfer";"0.00";"3000.00";"541.11.111";"Bunga bank"
"23";"2019-01-09";"112.28.111";"bdi a/n. ykki";"012/00580/BDIUM-01/19";"Setoran usaha dana unit Mekar (koperasi)";"900000.00";"0.00";"219.21.111";"hutang lain2"
"24";"2019-01-09";"112.35.111";"bank bca r/k.77";"007/00121/BCAUM-01/19";"Arisan Solo ke 15 dari 36";"0.00";"10000000.00";"118.52.111";"arisan skkk"
"25";"2019-01-09";"112.35.111";"bank bca r/k.77";"008/00122/BCAUM-01/19";"Arisan Pontianak ke 3 dari 36";"0.00";"1000000.00";"118.52.111";"arisan skkk"
"26";"2019-01-09";"112.35.111";"bank bca r/k.77";"010/00074/BCAUM-01/19";"Sewa lapangan basket Mekar tgl 17, 24, 31 Jan & 07 Feb 19";"1000000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"27";"2019-01-10";"626.16.111";"Biaya adm smp mw";"001/KA601110/SMP1-01/19";"Konsumsi pengawas PAS 5hari";"750000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"28";"2019-01-10";"626.16.111";"Biaya adm smp mw";"002/KA601110/SMP1-01/19";"Lab bio: mikroskop USB";"492000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"29";"2019-01-10";"626.16.111";"Biaya adm smp mw";"003/KA601111/SMP1-01/19";"Photo copy soal";"1418800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"30";"2019-01-10";"626.16.111";"Biaya adm smp mw";"004/KA601111/SMP1-01/19";"33m kain tetoron untuk dekor kegiatan osis";"891000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"31";"2019-01-10";"626.16.111";"Biaya adm smp mw";"005/KA601112/SMP1-01/19";"Biaya kegiatan porak";"1229600.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"32";"2019-01-10";"626.16.111";"Biaya adm smp mw";"006/KA601112/SMP1-01/19";"Banner natal siswa";"457300.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"33";"2019-01-10";"713.16.111";"Biaya pemel. bangunan  smp mekar wangi";"007/KK61568/SMP1-01/19";"Dishwash, floor cleaner, karbol";"200000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"34";"2019-01-10";"871.16.111";"Biaya listrik smp ciateul";"008/KK61569/SMP1-01/19";"Listrik SMP";"1002800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"35";"2019-01-10";"623.11.117";"Alat tulis kantor smp mekar wangi";"009/KK61570/SMP1-01/19";"Photocopy surat, bon, dll";"43800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"36";"2019-01-10";"623.11.117";"Alat tulis kantor smp mekar wangi";"010/KK61570/SMP1-01/19";"2rim A4 @29500 + 2rim F4 @34000";"127000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"37";"2019-01-10";"623.11.111";"Iuran, sampah & dinas smp mekar wangi";"011/KK61570/SMP1-01/19";"Kunjungan pengawas dinas";"200000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"38";"2019-01-10";"623.11.112";"Air,gas & konsumsi smp mekar wangi";"012/KK61571/SMP1-01/19";"Konsumsi pegawai Desember 2018";"50000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"39";"2019-01-10";"623.11.117";"Alat tulis kantor smp mekar wangi";"013/KK61571/SMP1-01/19";"Refill cartridge + ganti drum";"130000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"40";"2019-01-10";"831.16.111";"Biaya telepon smp mekar wangi";"014/KK61572/SMP1-01/19";"Biaya internet Desember 2018";"418000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"41";"2019-01-10";"871.16.111";"Biaya listrik smp ciateul";"015/KK61572/SMP1-01/19";"Listrik SMP";"172800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"42";"2019-01-10";"681.16.111";"Kebaktian/rapat/seminar smp mekar wangi";"016/KK61573/SMP1-01/19";"Snack rapat akhir-awal semester: permen dan kacang";"43800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"43";"2019-01-10";"681.16.111";"Kebaktian/rapat/seminar smp mekar wangi";"017/KK61573/SMP1-01/19";"Snack rapat akhir-awal semester: gorengan";"50000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"44";"2019-01-10";"681.16.111";"Kebaktian/rapat/seminar smp mekar wangi";"018/KK61573/SMP1-01/19";"Konsumsi 25 guru rapat akhir-awal semester";"625000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"45";"2019-01-10";"623.11.117";"Alat tulis kantor smp mekar wangi";"019/KK61574/SMP1-01/19";"4pack map untuk bagi raport";"140000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"46";"2019-01-10";"623.11.117";"Alat tulis kantor smp mekar wangi";"020/KK61574/SMP1-01/19";"Tinta printer TU keuangan";"150000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"47";"2019-01-10";"623.11.117";"Alat tulis kantor smp mekar wangi";"021/KK61575/SMP1-01/19";"25pcs materai 6.000";"150000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"48";"2019-01-10";"713.16.111";"Biaya pemel. bangunan  smp mekar wangi";"022/KK61575/SMP1-01/19";"5pack plastik sampah";"100000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"49";"2019-01-10";"631.16.111";"Pemel. inventaris smp ctl";"023/KK61575/SMP1-01/19";"Biaya perbaikan ampli aula";"535000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"50";"2019-01-10";"713.16.111";"Biaya pemel. bangunan  smp mekar wangi";"024/KK61575/SMP1-01/19";"20l karbol";"100000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"51";"2019-01-10";"626.12.111";"Biaya adm tk koper";"001/KA22420/TK2-01/19";"4 bk Logico primo + 2 bk Grolier Fun Thinkers (All Around Us), + 5 bk Grolier Fun Thinkers (English Lvl 1-3) u/buku perpustakaan";"2275200.00";"0.00";"111.22.111";"kas kecil tk koper"
"52";"2019-01-10";"626.12.111";"Biaya adm tk koper";"002/KA22420/TK2-01/19";"20 mtr tille polka u/acara natal";"400000.00";"0.00";"111.22.111";"kas kecil tk koper"
"53";"2019-01-10";"626.12.111";"Biaya adm tk koper";"003/KA22420/TK2-01/19";"Cup utk tmp cake, plastik, cup plastik, bahan-bahan kue u/konsumsi natal 2018";"469500.00";"0.00";"111.22.111";"kas kecil tk koper"
"54";"2019-01-10";"626.12.111";"Biaya adm tk koper";"004/KA22421/TK2-01/19";"4 set piala u/lomba membuat pohon natal";"320000.00";"0.00";"111.22.111";"kas kecil tk koper"
"55";"2019-01-10";"626.12.111";"Biaya adm tk koper";"005/KA22421/TK2-01/19";"1 bkgs talikur karet + benang kasur + pita bunga u/prakarya";"26500.00";"0.00";"111.22.111";"kas kecil tk koper"
"56";"2019-01-10";"626.12.111";"Biaya adm tk koper";"006/KA22421/TK2-01/19";"1 bgks karet sj.10 u/prakarya";"53000.00";"0.00";"111.22.111";"kas kecil tk koper"
"57";"2019-01-10";"626.12.111";"Biaya adm tk koper";"007/KA22421/TK2-01/19";"1 bgks karet 0.5 cm u/prakarya";"37500.00";"0.00";"111.22.111";"kas kecil tk koper"
"58";"2019-01-10";"626.12.111";"Biaya adm tk koper";"008/KA22422/TK2-01/19";"1 benang jahit u/prakarya + parkir 1.500";"10000.00";"0.00";"111.22.111";"kas kecil tk koper"
"59";"2019-01-10";"626.12.111";"Biaya adm tk koper";"009/KA22422/TK2-01/19";"90 porsi bubur kacang hijau + ketan hitam u/konsumsi siswa";"270000.00";"0.00";"111.22.111";"kas kecil tk koper"
"60";"2019-01-10";"626.12.111";"Biaya adm tk koper";"010/KA22422/TK2-01/19";"19 pcs tupperware u/bingkisan hadiah lomba Membuat Pohon Natal, juri & ortu yang main musik";"841000.00";"0.00";"111.22.111";"kas kecil tk koper"
"61";"2019-01-10";"626.12.111";"Biaya adm tk koper";"011/KA22423/TK2-01/19";"Bahan kue u/konsumsi Natal siswa + parkir 1.000";"9100.00";"0.00";"111.22.111";"kas kecil tk koper"
"62";"2019-01-10";"626.12.111";"Biaya adm tk koper";"012/KA22423/TK2-01/19";"1,716 kg telur u/konsumsi natal + parkir 1.500";"45000.00";"0.00";"111.22.111";"kas kecil tk koper"
"63";"2019-01-10";"626.12.111";"Biaya adm tk koper";"013/KA22423/TK2-01/19";"30 pak piring kertas + 1 bks sendok pudding u/komsusmi natal";"70000.00";"0.00";"111.22.111";"kas kecil tk koper"
"64";"2019-01-10";"626.12.111";"Biaya adm tk koper";"014/KA22424/TK2-01/19";"9 talenan kayu u/souvenir retreat KB (26/09/18)";"157500.00";"0.00";"111.22.111";"kas kecil tk koper"
"65";"2019-01-10";"626.12.111";"Biaya adm tk koper";"015/KA22424/TK2-01/19";"13 ring book u/ortu retreat KB (27/09/18)";"110500.00";"0.00";"111.22.111";"kas kecil tk koper"
"66";"2019-01-10";"626.12.111";"Biaya adm tk koper";"016/KA22424/TK2-01/19";"2 gas hi-cook u/masak retreat KB (28/09/18)";"38600.00";"0.00";"111.22.111";"kas kecil tk koper"
"67";"2019-01-10";"626.12.111";"Biaya adm tk koper";"017/KA22425/TK2-01/19";"Cocoa, terigu, colatta u/konsumsi natal";"156100.00";"0.00";"111.22.111";"kas kecil tk koper"
"68";"2019-01-10";"626.12.111";"Biaya adm tk koper";"018/KA22425/TK2-01/19";"Terigu, gula, cocoa, blue band, colata, SP, telur u/konsumsi natal + parkir 1.000";"189700.00";"0.00";"111.22.111";"kas kecil tk koper"
"69";"2019-01-10";"626.12.111";"Biaya adm tk koper";"019/KA22425/TK2-01/19";"8 ons apel merah u/drama natal";"30000.00";"0.00";"111.22.111";"kas kecil tk koper"
"70";"2019-01-10";"626.12.111";"Biaya adm tk koper";"020/KA22426/TK2-01/19";"5 pcs botol minum tulipware u/hadiah natal ortu jadi usher";"165000.00";"0.00";"111.22.111";"kas kecil tk koper"
"71";"2019-01-10";"626.12.111";"Biaya adm tk koper";"021/KA22426/TK2-01/19";"7 box butter cookies icing sugar u/kons natal";"602500.00";"0.00";"111.22.111";"kas kecil tk koper"
"72";"2019-01-10";"626.12.111";"Biaya adm tk koper";"022/KA22426/TK2-01/19";"2 ball snack kentang & pilus u/kons natal";"261400.00";"0.00";"111.22.111";"kas kecil tk koper"
"73";"2019-01-10";"626.12.111";"Biaya adm tk koper";"023/KA22427/TK2-01/19";"1 set kotak makan tulipware u/hadiah pembicara Natal";"140000.00";"0.00";"111.22.111";"kas kecil tk koper"
"74";"2019-01-10";"681.12.111";"Kebaktian/rapat/seminar tk koper";"024/KK22207/TK2-01/19";"15 porsi sayur asem u/konsumsi guru pembinaan K13 o/pengawas dinas";"100000.00";"0.00";"111.22.111";"kas kecil tk koper"
"75";"2019-01-10";"681.12.111";"Kebaktian/rapat/seminar tk koper";"025/KK22207/TK2-01/19";"Uang pembinaan kurikulum 2013 o/pengawas Dinas kec. Dayeuhkolot ( Ibu Almaida )";"200000.00";"0.00";"111.22.111";"kas kecil tk koper"
"76";"2019-01-10";"621.12.112";"Air & gas & konsumsi tk koper";"026/KK22208/TK2-01/19";"3 galon air Ron 88 u/minum, petugas biasa tidak datang";"39000.00";"0.00";"111.22.111";"kas kecil tk koper"
"77";"2019-01-10";"621.12.117";"Alat tulis kantor tk koper";"027/KK22208/TK2-01/19";"3 spidol silver u/ATK guru";"60000.00";"0.00";"111.22.111";"kas kecil tk koper"
"78";"2019-01-10";"621.12.116";"Sumbangan tk koper";"028/KK22209/TK2-01/19";"Biaya u/monev BOP 2018 dr Gugus Bineka ( Ibu Elly )";"130000.00";"0.00";"111.22.111";"kas kecil tk koper"
"79";"2019-01-10";"621.12.117";"Alat tulis kantor tk koper";"029/KK22209/TK2-01/19";"33 bh materai Rp 3.000 u/administrasi guru & sekolah";"99000.00";"0.00";"111.22.111";"kas kecil tk koper"
"80";"2019-01-10";"621.12.121";"Perleng. bangunan tk koper";"030/KK22209/TK2-01/19";"1 ctn tissue roll Cp Kw1 u/toilet & kelas";"255000.00";"0.00";"111.22.111";"kas kecil tk koper"
"81";"2019-01-10";"621.12.117";"Alat tulis kantor tk koper";"031/KK22210/TK2-01/19";"Buku folio besar, kertas sticker u/ATK guru & TU + parkir 1.500";"206000.00";"0.00";"111.22.111";"kas kecil tk koper"
"82";"2019-01-10";"621.12.111";"Iuran sampah & dinas tk koper";"032/KK22210/TK2-01/19";"Iuran bulanan warga RT03 RW013 Desember 2018";"425000.00";"0.00";"111.22.111";"kas kecil tk koper"
"83";"2019-01-10";"621.12.116";"Sumbangan tk koper";"033/KK22210/TK2-01/19";"3 set tulipware u/bingkisan natal kepada RT02, RT03 & RW21";"750000.00";"0.00";"111.22.111";"kas kecil tk koper"
"84";"2019-01-10";"621.12.117";"Alat tulis kantor tk koper";"034/KK22211/TK2-01/19";"F/C, karton jilid, map u/laporan BOP 2018";"78000.00";"0.00";"111.22.111";"kas kecil tk koper"
"85";"2019-01-10";"851.12.111";"Perjln dinas tk koper";"035/KK22211/TK2-01/19";"1.92 ltr pertamax u/motor Pa Dede satpam, dinas luar";"20000.00";"0.00";"111.22.111";"kas kecil tk koper"
"86";"2019-01-10";"621.12.117";"Alat tulis kantor tk koper";"036/KK22211/TK2-01/19";"F/C u/laporan BOP 2018";"1500.00";"0.00";"111.22.111";"kas kecil tk koper"
"87";"2019-01-10";"621.12.116";"Sumbangan tk koper";"037/KK22212/TK2-01/19";"Biaya penjilidan & transport petugas gugus Bineka, laporan BOP 2018";"50000.00";"0.00";"111.22.111";"kas kecil tk koper"
"88";"2019-01-10";"681.19.111";"Kebaktian/rapat/seminar umum";"001/UM-01/19";"Bi. kebaktian Natal Guru, Staf & Karyawan SKKKB 2018";"3564000.00";"0.00";"117.11.111";"uang muka lain2"
"89";"2019-01-10";"112.28.111";"bdi a/n. ykki";"013/02848/BDIUM-01/19";"Reimburse kas kecil SMP MW periode 26 Nov s/d 26 Des 18 dengan no. cek 343339";"0.00";"9476900.00";"111.26.111";"kas kecil smp mekar wangi"
"90";"2019-01-10";"112.28.111";"bdi a/n. ykki";"014/02849/BDIUM-01/19";"Reimburse kas kecil TK Koper periode 29 Nov s/d 12 Des 18 dengan no. cek 343338";"0.00";"9091600.00";"111.22.111";"kas kecil tk koper"
"91";"2019-01-10";"112.28.111";"bdi a/n. ykki";"015/00581/BDIUM-01/19";"Pengembalian UM kebaktian Natal Guru, Staf & Karyawan SKKKB 2018 dr setoran uang persembahan kebaktian Natal 2018";"3086000.00";"0.00";"117.11.111";"uang muka lain2"
"92";"2019-01-10";"112.28.111";"bdi a/n. ykki";"016/02852/BDIUM-01/19";"UM PPH 21 Masa Desember 2018 (THR Des 18 + Payroll + Pesangon + Pot PPh Jasa)";"0.00";"32973206.00";"117.11.111";"uang muka lain2"
"93";"2019-01-10";"112.34.111";"bank mandiri";"001A/01793/MAND-01/19";"BPJS NAKER KOTA JANUARI 2019";"0.00";"27675415.00";"620.11.111";"Gaji pegawai gabungan"
"94";"2019-01-10";"112.34.111";"bank mandiri";"001B/01793/MAND-01/19";"BPJS NAKER KAB JANUARI 2019";"0.00";"17420259.00";"620.11.111";"Gaji pegawai gabungan"
"95";"2019-01-10";"112.34.111";"bank mandiri";"001C/01793/MAND-01/19";"BPJS KESEHATAN JANUARI 2019";"0.00";"24774101.00";"620.11.111";"Gaji pegawai gabungan"
"96";"2019-01-11";"681.19.111";"Kebaktian/rapat/seminar umum";"002A/UM-01/19";"Bi. retreat Kasek & Kabid Jan 2019";"1000000.00";"0.00";"117.11.111";"uang muka lain2"
"97";"2019-01-11";"112.28.111";"bdi a/n. ykki";"017/00582/BDIUM-01/19";"Pengembalian UM PPH 21 Masa Desember 2018 (THR Des 18 + Payroll + Pesangon + Pot PPh Jasa)";"32973206.00";"0.00";"117.11.111";"uang muka lain2"
"98";"2019-01-11";"112.28.111";"bdi a/n. ykki";"018/00583/BDIUM-01/19";"Pengembalian UM retreat Kasek & Kabid Jan 2019";"619200.00";"0.00";"117.11.111";"uang muka lain2"
"99";"2019-01-11";"112.28.111";"bdi a/n. ykki";"019/02850/BDIUM-01/19";"Kas kecil proyek SD TKI Konst. Dlm bangunan";"0.00";"24983000.00";"118.54.111";"u.m kontruksi dlm pembang. tki"
"100";"2019-01-11";"112.35.111";"bank bca r/k.77";"011A/00124/BCAUM-01/19";"PPh 21 Masa November 2018  YKKI Bandung";"0.00";"33154668.00";"620.11.111";"Gaji pegawai gabungan"
"101";"2019-01-11";"112.35.111";"bank bca r/k.77";"011B/00124/BCAUM-01/19";"Titipan Pot. PPh 21 Jasa masa Desember 2018 Jimmy & Iyad Budiansyah";"0.00";"183000.00";"219.21.111";"hutang lain2"
"102";"2019-01-11";"681.19.111";"Kebaktian/rapat/seminar umum";"002B/UM-01/19";"Bi. retreat Kasek & Kabid Jan 2019";"5380800.00";"0.00";"117.11.111";"uang muka lain2"
"103";"2019-01-13";"112.35.111";"bank bca r/k.77";"013/00125/BCAUM-01/19";"Kenang-kenangan untuk 4 orang pengurus BP YKKI yang sudah tidak menjabat lagi ; 4 buah bed cover @480.000 ";"0.00";"1920000.00";"625.11.116";"Sumbangan umum"
"104";"2019-01-14";"112.28.111";"bdi a/n. ykki";"020A/02853/BDIUM-01/19";"Persembahan kasih HUT ke-45 SKKK Solo ";"0.00";"1000000.00";"625.11.116";"Sumbangan umum"
"105";"2019-01-14";"112.28.111";"bdi a/n. ykki";"020B/02853/BDIUM-01/19";"Fee fund transfer";"0.00";"3000.00";"541.11.111";"Bunga bank"
"106";"2019-01-14";"112.28.111";"bdi a/n. ykki";"021/00584/BDIUM-01/19";"Setoran sewa kantin Herlinda periode Juli 18 s/d Juni 19";"1300000.00";"0.00";"521.13.111";"Sewa kantin mekar wangi"
"107";"2019-01-14";"112.35.111";"bank bca r/k.77";"012/00125/BCAUM-01/19";"Sewa lapangan basket Mekar tgl 15 & 22 Jan 19 pk 19.00 s/d 21.00";"600000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"108";"2019-01-15";"112.28.111";"bdi a/n. ykki";"022/02853/BDIUM-01/19";"PINDAH BUKU DARI BDI VA KOPER KE BDI UMUM ";"105000000.00";"0.00";"112.32.112";"bdi virtual koper (3562373021)"
"109";"2019-01-15";"112.28.111";"bdi a/n. ykki";"023/02853/BDIUM-01/19";"PINDAH BUKU DARI BDI VA MEKAR KE BDI UMUM ";"86000000.00";"0.00";"112.32.114";"bdi virtual mw 93562375307)"
"110";"2019-01-15";"112.28.111";"bdi a/n. ykki";"024/02853/BDIUM-01/19";"PINDAH BUKU DARI BDI VA CIATEUL KE BDI UMUM ";"58000000.00";"0.00";"112.32.111";"bdi virtual Ctl(3562377469)"
"111";"2019-01-15";"112.28.111";"bdi a/n. ykki";"025/02853/BDIUM-01/19";"PINDAH BUKU DARI BDI VA TKI KE BDI UMUM ";"39000000.00";"0.00";"112.32.113";"bdi tki (virtual account)"
"112";"2019-01-15";"112.28.111";"bdi a/n. ykki";"026/02854/BDIUM-01/19";"Hadiah 5 tahunan utk Marsinem  (PTY TK TKI), masa bhakti 2003-2018 ";"0.00";"3984000.00";"620.11.111";"Gaji pegawai gabungan"
"113";"2019-01-16";"626.18.111";"Biaya adm sma";"001/KA801118/SMA-01/19";"Bahana 332, INFO KOMPUTER 12, TRUBUS 590";"140000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"114";"2019-01-16";"626.18.111";"Biaya adm sma";"002/KA801118/SMA-01/19";"Biaya konsumsi Psikotes siswa TA.1920";"419900.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"115";"2019-01-16";"626.18.111";"Biaya adm sma";"003/KA801118/SMA-01/19";"Pembelian bahan"" Praktikum";"542100.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"116";"2019-01-16";"626.18.111";"Biaya adm sma";"004/KA801119/SMA-01/19";"Biaya kegiatan LDK OSIS Ebenhaezer di Villa Manis Lembang tgl 7-8 Des'2018";"3950710.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"117";"2019-01-16";"626.18.111";"Biaya adm sma";"005/KA801120/SMA-01/19";"Bahana 333, INFO KOMPUTER 1, TRUBUS 591";"140000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"118";"2019-01-16";"626.18.111";"Biaya adm sma";"006/KA801120/SMA-01/19";"Biaya Psikotes Gel.1 ( 109 siswa x @150.000 )";"16350000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"119";"2019-01-16";"626.18.111";"Biaya adm sma";"007/KA801120/SMA-01/19";"Biaya transportasi tim UPPM Maranatha";"500000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"120";"2019-01-16";"713.18.111";"Biaya pemel. bangunan sma";"008/KK81104/SMA-01/19";"Trafo speaker + sekrup";"57000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"121";"2019-01-16";"624.11.117";"Alat tulis sma";"009/KK81104/SMA-01/19";"Kertas jilid";"100000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"122";"2019-01-16";"624.11.111";"Iuran,sampah & dinas sma";"010/KK81104/SMA-01/19";"Iuran sampah RT.05 periode Desember 2018";"250000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"123";"2019-01-16";"624.11.112";"Air,gas&,konsumsi sma";"011/KK81104/SMA-01/19";"Konsumsi PAS Semester Genap TA.1819";"2535000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"124";"2019-01-16";"626.13.111";"Biaya adm. tk tki";"001/KA30746/TK3-01/19";"Snack u/ acara pertemuan Orangtua murid tgl 07 Agustus 2018";"300000.00";"0.00";"111.23.111";"kas kecil tk tki"
"125";"2019-01-16";"626.13.111";"Biaya adm. tk tki";"002/KA30746/TK3-01/19";"1 loyang lapis Bandung (u/ acara retreat K2)";"35000.00";"0.00";"111.23.111";"kas kecil tk tki"
"126";"2019-01-16";"626.13.111";"Biaya adm. tk tki";"003/KA30746/TK3-01/19";"Telur (u/ acara retreat K2)";"15000.00";"0.00";"111.23.111";"kas kecil tk tki"
"127";"2019-01-16";"626.13.111";"Biaya adm. tk tki";"004/KA30746/TK3-01/19";"Tip masak Mba Mar Sept 2018 (bon 16-10-2018)";"40000.00";"0.00";"111.23.111";"kas kecil tk tki"
