"No";"Tanggal";"No_account";"Deskripsi acc";"No_bukti";"Uraian";"Debet";"Kredit";"Kontra_acc";"Deskripsi kontra"
"30";"2019-12-04";"623.12.117";"atk dan fotocopy smp koper";"019/KK74432/SMP2-12/19";"3 jilid soft cover";"60000.00";"0.00";"111.27.111";"kas kecil smp koper"
"31";"2019-12-04";"623.12.111";"Iuran, sampah & dinas smp koper";"020/KK74433/SMP2-12/19";"Ijin memimpin";"200000.00";"0.00";"111.27.111";"kas kecil smp koper"
"32";"2019-12-04";"623.12.111";"Iuran, sampah & dinas smp koper";"021/KK74434/SMP2-12/19";"Sertifikat NUKS";"50000.00";"0.00";"111.27.111";"kas kecil smp koper"
"33";"2019-12-04";"851.17.111";"Perjln dinas smp koper";"022/KK74435/SMP2-12/19";"Perjalanan dinas rapat UNBK";"25000.00";"0.00";"111.27.111";"kas kecil smp koper"
"34";"2019-12-04";"623.12.117";"atk dan fotocopy smp koper";"023/KK74436/SMP2-12/19";"Fotocopy";"120200.00";"0.00";"111.27.111";"kas kecil smp koper"
"35";"2019-12-04";"712.17.111";"Biaya pemel. kendaraan smp koper";"024/KK74437/SMP2-12/19";"Bensin";"20000.00";"0.00";"111.27.111";"kas kecil smp koper"
"36";"2019-12-04";"112.35.111";"bank bca r/k.77";"007/BCAUM-12/19";"Arisan solo ke 26/36 bulan Dec 2019";"0.00";"10000000.00";"118.52.111";"arisan skkk"
"37";"2019-12-04";"112.35.111";"bank bca r/k.77";"008/BCAUM-12/19";"Arisan pontianak ke 14/36 bln Desember 2019";"0.00";"1000000.00";"118.52.111";"arisan skkk"
"38";"2019-12-04";"112.35.111";"bank bca r/k.77";"009/BCAUM-12/19";"120 buku nota koperasi";"0.00";"504000.00";"219.21.111";"hutang lain2"
"39";"2019-12-04";"112.35.111";"bank bca r/k.77";"010/BCAUM-12/19";"Pengem SPP SMP MW a/n Lourensia Kyesha ke rek ortu krn lebih bayar";"0.00";"32368599.00";"118.31.111";"piutang spp smp mekar wangi"
"40";"2019-12-04";"112.35.111";"bank bca r/k.77";"011/BCAUM-12/19";"Pengembalian Einsnov & Kristian SMA (kelas X IPA dan IPS) ke BCA VA karyawisata kelas X";"0.00";"3300000.00";"118.41.111";"piutang spp sma mekar wangi"
"41";"2019-12-04";"112.35.111";"bank bca r/k.77";"012/BCAUM-12/19";"Pengembalian Junita (kelas XI IPA 1) SMA ke rek VA live-in kelas XI";"0.00";"2250000.00";"118.41.111";"piutang spp sma mekar wangi"
"42";"2019-12-04";"112.28.111";"bdi a/n. ykki";"007/BDIUM-12/19";"TTPN POT PPH 21 JIMMY MASA NOV 2019";"45150.00";"0.00";"217.11.111";"hutang pph21"
"43";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006A/BDIUM-12/19";"Uang kesejahteraan guru TK Ciateul bulan Oktober 2019";"0.00";"450000.00";"822.11.111";"Kesejahteraan tk ciateul"
"44";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006B/BDIUM-12/19";"Uang kesejahteraan guru TK TKI bulan Oktober 2019";"0.00";"480000.00";"822.13.111";"Kesejahteraan tk tki"
"45";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006C/BDIUM-12/19";"Uang kesejahteraan guru TK Koper bulan Oktober 2019";"0.00";"660000.00";"822.12.111";"Kesejahteraan tk koper"
"46";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006D/BDIUM-12/19";"Uang kesejahteraan guru SD Ciateul bulan Oktober 2019";"0.00";"1350000.00";"822.14.111";"Kesejahteraan sd ciateul"
"47";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006E/BDIUM-12/19";"Uang kesejahteraan guru SD Koper bulan Oktober 2019";"0.00";"1620000.00";"822.15.111";"Kesejahteraan sd koper"
"48";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006F/BDIUM-12/19";"Uang kesejahteraan guru SD TKI bulan Oktober 2019";"0.00";"1050000.00";"822.15.112";"Kesejahteraan sd tki"
"49";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006G/BDIUM-12/19";"Uang kesejahteraan SMP MW bulan Oktober 2019";"0.00";"1020000.00";"822.16.111";"Kesejahteraan smp mekar wangi"
"50";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006H/BDIUM-12/19";"Uang kesejahteraan SMP Koper bulan Oktober 2019";"0.00";"1350000.00";"822.17.111";"Kesejahteraan smp koper"
"51";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006I/BDIUM-12/19";"Uang kesejahteraan SMA bulan Oktober 2019";"0.00";"2160000.00";"822.18.111";"Kesejahteraan sma"
"52";"2019-12-04";"112.28.111";"bdi a/n. ykki";"006J/BDIUM-12/19";"Uang kesejahteraan staff bulan Oktober 2019";"0.00";"1080000.00";"822.19.111";"Kesejahteraan staff"
"53";"2019-12-04";"112.28.111";"bdi a/n. ykki";"008/BDIUM-12/19";"Reimburse kas kecil+admin SMP Koper periode 5-29Nov19";"0.00";"12914570.00";"111.27.111";"kas kecil smp koper"
"54";"2019-12-04";"112.28.111";"bdi a/n. ykki";"009/BDIUM-12/19";"UANG JEMPUTAN BLN DES 19";"150000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"55";"2019-12-04";"112.28.111";"bdi a/n. ykki";"010/BDIUM-12/19";"Dana BOP TK Koper tahun 2019 tahap 2";"0.00";"24900000.00";"219.21.111";"hutang lain2"
"56";"2019-12-04";"112.28.111";"bdi a/n. ykki";"011/BDIUM-12/19";"By keamanan PT Sentinel (lokasi: TKI; Koper; MW) periode November 2019";"0.00";"12000000.00";"714.19.111";"bi. keamanan umum"
"57";"2019-12-04";"112.28.111";"bdi a/n. ykki";"012/BDIUM-12/19";"FEE FUND TRANSFER E CHANNEL";"0.00";"3000.00";"541.11.111";"Bunga bank"
"58";"2019-12-04";"112.28.111";"bdi a/n. ykki";"013/BDIUM-12/19";"Seragam baju putih kotak SKKKB SMP&SMA MW";"0.00";"22875000.00";"219.21.111";"hutang lain2"
"59";"2019-12-04";"112.28.111";"bdi a/n. ykki";"014/BDIUM-12/19";"FEE FUND TRANSFER E CHANNEL";"0.00";"3000.00";"541.11.111";"Bunga bank"
"60";"2019-12-04";"112.28.111";"bdi a/n. ykki";"015/BDIUM-12/19";"Seragam SKKK Jakarta (45 Tshirt OR + 31 celana OR)";"0.00";"3645000.00";"219.21.111";"hutang lain2"
"61";"2019-12-05";"112.28.111";"bdi a/n. ykki";"016/BDIUM-12/19";"DANA BOP TK CIATEUL BLN DES 2019";"16500000.00";"0.00";"219.21.111";"hutang lain2"
"62";"2019-12-06";"112.35.111";"bank bca r/k.77";"013/BCAUM-12/19";"SEWA LAPANG BASKET 1x bln Des 2019 a/n ERLIN/ANGGID PRASETYO";"300000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"63";"2019-12-06";"112.28.111";"bdi a/n. ykki";"017/BDIUM-12/19";"Dana BOP TK TKI tahap 2 periode Jul-Dec 2019";"0.00";"12000000.00";"219.21.111";"hutang lain2"
"64";"2019-12-07";"112.32.111";"bdi virtual Ctl(3562377469)";"001/BDICTL-12/19";"Bi. telepon sd ciateul bln Desember 2019";"0.00";"50635.00";"831.14.111";"Biaya telepon sd ciateul"
"65";"2019-12-07";"112.32.111";"bdi virtual Ctl(3562377469)";"002/BDICTL-12/19";"BI. Telepon TK Ciateul bln Desember 2019";"0.00";"143390.00";"831.11.111";"Biaya telepon tk ciateul"
"66";"2019-12-07";"112.32.111";"bdi virtual Ctl(3562377469)";"003/BDICTL-12/19";"Bi. Listrik SD Ciateul bln Desember 2019";"0.00";"2653182.00";"871.14.111";"Biaya listrik sd ciateul"
"67";"2019-12-07";"112.32.112";"bdi virtual koper (3562373021)";"001/BDIKOP-12/19";"BI. LISTRIK SD KOPER BLN DESEMBER 2019";"0.00";"2805690.00";"871.15.111";"Biaya listrik sd koper"
"68";"2019-12-07";"112.32.112";"bdi virtual koper (3562373021)";"002/BDIKOP-12/19";"BI. LISTRIK SMP KOPER BLN Des 2019";"0.00";"1680900.00";"871.17.111";"Biaya listrik smp koper"
"69";"2019-12-07";"112.32.112";"bdi virtual koper (3562373021)";"003/BDIKOP-12/19";"BI. TELEPON SD KOPER BLN DESEMBER 2019";"0.00";"114700.00";"831.15.111";"Biaya telepon sd koper"
"70";"2019-12-07";"112.32.112";"bdi virtual koper (3562373021)";"004/BDIKOP-12/19";"BI. TELEPON SMP KOPER BLN DES 2019";"0.00";"455637.00";"831.17.111";"Biaya telepon smp koper"
"71";"2019-12-07";"112.32.112";"bdi virtual koper (3562373021)";"005/BDIKOP-12/19";"BI. TELEPON TK KOPER BLN DESEMBER 2019";"0.00";"448156.00";"831.12.111";"Biaya telepon tk koper"
"72";"2019-12-07";"112.32.113";"bdi tki (virtual account)";"001/BDITKI-12/19";"BI. LISTRIK SD TKI BLN DESEMBER 2019";"0.00";"2597064.00";"871.15.112";"Biaya listrik sd tki"
"73";"2019-12-07";"112.32.113";"bdi tki (virtual account)";"002/BDITKI-12/19";"BI. TELEPON TK TKI BLN DES 2019";"0.00";"557181.00";"831.13.111";"Biaya telepon tki"
"74";"2019-12-07";"112.32.114";"bdi virtual mw 93562375307)";"001/BDIMW-12/19";"BI. LISTRIK SMA BLN DES 2019";"0.00";"7442880.00";"871.18.111";"Biaya listrik sma"
"75";"2019-12-07";"112.32.114";"bdi virtual mw 93562375307)";"002/BDIMW-12/19";"BI. TELEPON SMA BLN DES 2019";"0.00";"329772.00";"831.18.111";"Biaya telepon sma"
"76";"2019-12-07";"112.32.114";"bdi virtual mw 93562375307)";"003/BDIMW-12/19";"BI. TELEPON SMP MW BLN DES 2019";"0.00";"218588.00";"831.16.111";"Biaya telepon smp mekar wangi"
"77";"2019-12-07";"112.32.114";"bdi virtual mw 93562375307)";"004/BDIMW-12/19";"BI. TELEPON UMUM BLN DES 2019";"0.00";"221240.00";"831.19.111";"Biaya telepon umum"
"78";"2019-12-09";"112.35.111";"bank bca r/k.77";"014/BCAUM-12/19";"SEWA GOR SENIN 9DES 2019 JM 20.00 a/n DICKY SASTRA/CHAMP";"300000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"79";"2019-12-09";"112.28.111";"bdi a/n. ykki";"018/BDIUM-12/19";"PENDAPATAN PASAR MURAH CIATEUL";"2900000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"80";"2019-12-09";"112.37.111";"rek.bca ykki no.6765047017";"005/BCL-12/19";"TITIPAN KARYAWISATA KELAS XII SMA bulan Desember 2019";"600000.00";"0.00";"219.21.111";"hutang lain2"
"81";"2019-12-10";"681.19.111";"Kebaktian/rapat/seminar umum";"002/UM-12/19";"Kegiatan pertemuan karyawan SKKKB tgl 6 Des 2019";"1759500.00";"0.00";"117.11.111";"uang muka lain2"
"82";"2019-12-10";"112.35.111";"bank bca r/k.77";"015/BCAUM-12/19";"Pinbuk dari BCA VA Koper ke BCA Umum";"275000000.00";"0.00";"112.36.112";"bank bca va koper"
"83";"2019-12-10";"112.35.111";"bank bca r/k.77";"016/BCAUM-12/19";"Pinbuk dari BCA VA Mekar ke BCA Umum";"370000000.00";"0.00";"112.36.114";"bank bca va mw"
"84";"2019-12-10";"112.35.111";"bank bca r/k.77";"017/BCAUM-12/19";"Pinbuk dari BCA VA Ciateul ke BCA Umum";"95000000.00";"0.00";"112.36.111";"bank bca va ciateul"
"85";"2019-12-10";"112.35.111";"bank bca r/k.77";"018/BCAUM-12/19";"Pinbuk dari BCAVA TKI ke BCA Umum";"75000000.00";"0.00";"112.36.113";"bank bca va tki"
"86";"2019-12-10";"112.35.111";"bank bca r/k.77";"019/BCAUM-12/19";"Pinbuk BCA umum ke BDI Umum";"0.00";"0.00";"112.28.111";"bdi a/n. ykki"
"87";"2019-12-10";"112.35.111";"bank bca r/k.77";"020/BCAUM-12/19";"BIAYA TRANSFER BCA";"0.00";"3500.00";"541.11.111";"Bunga bank"
"88";"2019-12-10";"112.35.111";"bank bca r/k.77";"021/BCAUM-12/19";"SEWA LAPANG 1x bulan Des 2019 a/n WEMPY WAHYUDI";"300000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"89";"2019-12-10";"112.28.111";"bdi a/n. ykki";"019/BDIUM-12/19";"PENDAPATAN JUAL SEMBAKO MW";"3750000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"90";"2019-12-10";"112.28.111";"bdi a/n. ykki";"020/BDIUM-12/19";"SETORAN USAHA DANA KANTIN MEKAR";"1000000.00";"0.00";"219.21.111";"hutang lain2"
"91";"2019-12-10";"112.28.111";"bdi a/n. ykki";"021/BDIUM-12/19";"SETORAN USAHA DANA KOPERASI MEKAR";"102000.00";"0.00";"219.21.111";"hutang lain2"
"92";"2019-12-10";"112.28.111";"bdi a/n. ykki";"022/BDIUM-12/19";"SETORAN USAHA DANA KOPERASI MW - UANG TINTA";"320000.00";"0.00";"219.21.111";"hutang lain2"
"93";"2019-12-10";"112.28.111";"bdi a/n. ykki";"023/BDIUM-12/19";"SETORAN USAHA DANA KOP TK CIATEUL BLN DES 19";"839000.00";"0.00";"219.21.111";"hutang lain2"
"94";"2019-12-10";"112.28.111";"bdi a/n. ykki";"024/BDIUM-12/19";"UANG FORMULIR TA.20-21 TK CIATEUL BULAN DES 2019";"400000.00";"0.00";"406.11.111";"UP bayar dimuka tk ciateul"
"95";"2019-12-10";"112.28.111";"bdi a/n. ykki";"025/BDIUM-12/19";"DANA BOS TW IV SD CIATEUL";"39200000.00";"0.00";"219.21.111";"hutang lain2"
"96";"2019-12-10";"112.28.111";"bdi a/n. ykki";"026/BDIUM-12/19";"PENDAPATAN PASAR MURAH CIATEUL";"100000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"97";"2019-12-10";"112.28.111";"bdi a/n. ykki";"027/BDIUM-12/19";"Pinbuk dari BDI VA Koper ke BDI Umum";"150000000.00";"0.00";"112.32.112";"bdi virtual koper (3562373021)"
"98";"2019-12-10";"112.28.111";"bdi a/n. ykki";"028/BDIUM-12/19";"Pinbuk dari BDI VA Mekar ke BDI Umum";"100000000.00";"0.00";"112.32.114";"bdi virtual mw 93562375307)"
"99";"2019-12-10";"112.28.111";"bdi a/n. ykki";"029/BDIUM-12/19";"Pinbuk dari BDI VA Ciateul ke BDI Umum";"50000000.00";"0.00";"112.32.111";"bdi virtual Ctl(3562377469)"
"100";"2019-12-10";"112.28.111";"bdi a/n. ykki";"030/BDIUM-12/19";"Pinbuk dari BDI VA TKI ke BDI umum";"50000000.00";"0.00";"112.32.113";"bdi tki (virtual account)"
"101";"2019-12-10";"112.28.111";"bdi a/n. ykki";"031/BDIUM-12/19";"Pinbuk dari BCA Umum ke BDI Umum";"600000000.00";"0.00";"112.35.111";"bank bca r/k.77"
"102";"2019-12-11";"626.16.111";"Biaya adm smp mw";"001/KA601186/SMP1-12/19";"Fotocopy Soal Latihan U/ PAS";"2711800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"103";"2019-12-11";"713.16.111";"Biaya pemel. bangunan  smp mekar wangi";"002/KK61736/SMP1-12/19";"T Broco 2 bh x @18.000 (u/ ruang BK)";"36000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"104";"2019-12-11";"623.11.112";"Air,gas & konsumsi smp mekar wangi";"003/KK61737/SMP1-12/19";"Sunlight";"15400.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"105";"2019-12-11";"623.11.117";"Alat tulis kantor smp mekar wangi";"004/KK61737/SMP1-12/19";"Refill Epson 003 Hitam (R. Guru)";"80000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"106";"2019-12-11";"871.16.111";"Biaya listrik smp ciateul";"005/KK61737/SMP1-12/19";"Token Listrik SMP";"260300.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"107";"2019-12-11";"851.16.111";"Perjln dinas smp mekar wangi";"006/KK61737/SMP1-12/19";"PKP (Diklat Guru) Tgl. 23/11 & 30/11 Jam 08.00 - 6.00 (Ibu Flo)";"100000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"108";"2019-12-11";"851.16.111";"Perjln dinas smp mekar wangi";"007/KK61737/SMP1-12/19";"PKP (Diklat Guru) Tgl. 30/11 & 7/12 Jam 08.00 - 6.00 (Ibu Yulia)";"100000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"109";"2019-12-11";"623.11.119";"Biaya lomba smp mekar wangi";"008/KK61738/SMP1-12/19";"Transport Lomba MAt di UNPAR 15/11";"43000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"110";"2019-12-11";"623.11.117";"Alat tulis kantor smp mekar wangi";"009/KK61738/SMP1-12/19";"Refill Cartridge HP12A (R. Guru)";"200000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"111";"2019-12-11";"623.11.117";"Alat tulis kantor smp mekar wangi";"010/KK61739/SMP1-12/19";"Batre AA 2 pack x @16.000";"32000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"112";"2019-12-11";"623.11.114";"Obat2an smp mekar wangi";"011/KK61739/SMP1-12/19";"Obat-obatan";"57000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"113";"2019-12-11";"623.11.117";"Alat tulis kantor smp mekar wangi";"012/KK61739/SMP1-12/19";"Solasi, Sticker Label, dll";"76000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"114";"2019-12-11";"623.11.117";"Alat tulis kantor smp mekar wangi";"013/KK61739/SMP1-12/19";"Map Biru 2 pak @60.000";"120000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"115";"2019-12-11";"623.11.117";"Alat tulis kantor smp mekar wangi";"014/KK61739/SMP1-12/19";"Map Batik";"128400.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"116";"2019-12-11";"623.11.114";"Obat2an smp mekar wangi";"015/KK61740/SMP1-12/19";"Masker (u/ PKKS)";"9000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"117";"2019-12-11";"623.11.114";"Obat2an smp mekar wangi";"016/KK61740/SMP1-12/19";"Oxycan Green (Oksigen)";"38700.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"118";"2019-12-11";"713.16.111";"Biaya pemel. bangunan  smp mekar wangi";"017/KK61740/SMP1-12/19";"Kamper Toilet";"149600.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"119";"2019-12-11";"623.11.117";"Alat tulis kantor smp mekar wangi";"018/KK61740/SMP1-12/19";"Karton Duplex & Kertas Lipat (u/ Literasi Kelas)";"210000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"120";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"019/KK61741/SMP1-12/19";"Konsumsi Persiapan Akreditasi (Sabtu 30/11) 12 org)";"186500.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"121";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"020/KK61741/SMP1-12/19";"Konsumsi Persiapan Akreditasi (Sabtu 30/11) 12 org)";"120000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"122";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"021/KK61741/SMP1-12/19";"Jilid Laporan Akreditasi (10 Jilid)";"70000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"123";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"022/KK61741/SMP1-12/19";"Jilid Laporan Akreditasi (10 Jilid)";"60000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"124";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"023/KK61742/SMP1-12/19";"Snack (Kopi, Permen, Teh)";"120600.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"125";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"024/KK61742/SMP1-12/19";"Kue u/ konsumsi PKKS";"156700.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"126";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"025/KK61742/SMP1-12/19";"Nasi Tumpeng";"450000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"127";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"026/KK61743/SMP1-12/19";"Nasi Dus u/ PKKS 3/12 (25 x @26.000)";"650000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"128";"2019-12-11";"671.16.111";"Akreditasi smp m.wangi";"027/KK61743/SMP1-12/19";"Kue u/ PKKS 3/12";"212500.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"129";"2019-12-11";"623.11.112";"Air,gas & konsumsi smp mekar wangi";"028/KK61744/SMP1-12/19";"Konsumsi Pegawai Bulan : Desember 2019";"50000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"130";"2019-12-11";"713.16.111";"Biaya pemel. bangunan  smp mekar wangi";"029/KK61744/SMP1-12/19";"Plastik Sampah";"100000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"131";"2019-12-11";"626.17.111";"Biaya adm smp koper";"004A/UM-12/19";"By retreat SMP Koper Kelas 9 TA. 2019-2020";"29285000.00";"0.00";"117.11.111";"uang muka lain2"
"132";"2019-12-11";"626.16.111";"Biaya adm smp mw";"004B/UM-12/19";"By retreat SMP MW kelas 9 TA 2019-2020";"15922600.00";"0.00";"117.11.111";"uang muka lain2"
"133";"2019-12-11";"626.18.111";"Biaya adm sma";"001/KA801153/SMA-12/19";"BAHANA 343 & TRUBUS 601";"89000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
